Rk,Team,G,Pts/G,TotPts,Att,Att/G,Yds,Avg,Yds/G,TD,Lng,1st,1st%,20+,40+,FUM
1,BuffaloBills,16,23,7,379,509,31.8,2,432,4.8,152.0,19,60T,122,24.0,19,4,9
2,CarolinaPanthers,16,31,2,500,526,32.9,2,282,4.3,142.6,19,47,136,25.9,11,3,8
3,SeattleSeahawks,16,26,4,423,500,31.2,2,268,4.5,141.8,10,69T,128,25.6,12,2,7
4,MinnesotaVikings,16,22,8,365,474,29.6,2,211,4.7,138.2,18,80T,113,23.8,14,6,9
5,TampaBayBuccaneers,16,21,4,342,455,28.4,2,162,4.8,135.1,12,84,99,21.8,20,5,9
6,KansasCityChiefs,16,25,3,405,436,27.2,2,044,4.7,127.8,19,52,116,26.6,13,2,5
7,St.LouisRams,16,17,5,280,429,26.8,1,956,4.6,122.2,16,71T,92,21.4,19,7,12
8,ArizonaCardinals,16,30,6,489,452,28.2,1,917,4.2,119.8,16,63T,92,20.4,12,5,8
9,DallasCowboys,16,17,2,275,408,25.5,1,890,4.6,118.1,8,50,94,23.0,17,3,7
10,NewYorkJets,16,24,2,387,448,28.0,1,868,4.2,116.8,11,58,99,22.1,13,2,6
11,ChicagoBears,16,20,9,335,468,29.2,1,854,4.0,115.9,13,27,108,23.1,6,0,5
12,GreenBayPackers,16,23,368,436,27.2,1,850,4.2,115.6,8,65T,100,22.9,9,1,8
13,CincinnatiBengals,16,26,2,419,467,29.2,1,805,3.9,112.8,18,38T,99,21.2,5,0,8
14,PhiladelphiaEagles,16,23,6,377,442,27.6,1,743,3.9,108.9,15,63T,110,24.9,12,2,10
15,HoustonTexans,16,21,2,339,472,29.5,1,731,3.7,108.2,7,41,90,19.1,7,1,5
16,PittsburghSteelers,16,26,4,423,388,24.2,1,724,4.4,107.8,16,55,91,23.5,15,3,5
17,DenverBroncos,16,22,2,355,411,25.7,1,718,4.2,107.4,13,72T,85,20.7,11,2,5
18,NewYorkGiants,16,26,2,420,403,25.2,1,609,4.0,100.6,5,39,77,19.1,8,0,4
19,AtlantaFalcons,16,21,2,339,420,26.2,1,606,3.8,100.4,13,46,95,22.6,8,1,9
20,WashingtonRedskins,16,24,2,388,429,26.8,1,566,3.7,97.9,9,48,81,18.9,10,2,11
21,SanFrancisco49ers,16,14,9,238,390,24.4,1,544,4.0,96.5,7,47,83,21.3,6,2,8
22,ClevelandBrowns,16,17,4,278,380,23.8,1,529,4.0,95.6,5,54,81,21.3,10,2,5
23,MiamiDolphins,16,19,4,310,344,21.5,1,496,4.3,93.5,11,85T,72,20.9,12,1,4
24,NewOrleansSaints,16,25,5,408,397,24.8,1,491,3.8,93.2,16,70,98,24.7,6,2,3
25,TennesseeTitans,16,18,7,299,371,23.2,1,485,4.0,92.8,10,87T,66,17.8,10,2,9
26,BaltimoreRavens,16,20,5,328,383,23.9,1,478,3.9,92.4,8,44,89,23.2,7,1,6
27,JacksonvilleJaguars,16,23,5,376,354,22.1,1,473,4.2,92.1,5,45,69,19.5,8,1,9
28,OaklandRaiders,16,22,4,359,370,23.1,1,457,3.9,91.1,7,54,74,20.0,10,2,6
29,IndianapolisColts,16,20,8,333,396,24.8,1,438,3.6,89.9,6,37T,77,19.4,7,0,6
30,NewEnglandPatriots,16,29,1,465,383,23.9,1,404,3.7,87.8,14,38T,87,22.7,4,0,2
31,SanDiegoChargers,16,20,320,393,24.6,1,358,3.5,84.9,4,53,79,20.1,9,1,7
32,DetroitLions,16,22,4,358,354,22.1,1,335,3.8,83.4,7,36,71,20.1,7,0,7
