Rk,Team,G,Pts/G,TotPts,Att,Att/G,Yds,Avg,Yds/G,TD,Lng,1st,1st%,20+,40+,FUM
1,ClevelandBrowns,16,21,1,337,500,31.2,2,265,4.5,141.6,13,38T,126,25.2,16,0,6
2,TennesseeTitans,16,27,4,438,515,32.2,2,195,4.3,137.2,17,62T,119,23.1,9,4,2
3,NewYorkGiants,16,25,400,438,27.4,2,162,4.9,135.1,15,46,112,25.6,17,2,10
4,NewOrleansSaints,16,26,5,424,442,27.6,2,125,4.8,132.8,17,69T,111,25.1,19,3,5
5,KansasCityChiefs,16,17,6,281,433,27.1,2,036,4.7,127.2,4,90T,108,24.9,8,1,4
6,JacksonvilleJaguars,16,25,8,412,499,31.2,2,033,4.1,127.1,15,60T,107,21.4,16,4,4
7,SanDiegoChargers,16,21,8,348,438,27.4,1,986,4.5,124.1,11,90T,98,22.4,12,3,10
8,MinnesotaVikings,16,21,4,343,450,28.1,1,943,4.3,121.4,10,53,100,22.2,6,2,3
9,MiamiDolphins,16,23,3,373,453,28.3,1,937,4.3,121.1,13,47,99,21.9,16,4,7
10,GreenBayPackers,16,21,8,348,449,28.1,1,919,4.3,119.9,11,40,116,25.8,6,1,11
11,OaklandRaiders,16,28,2,452,481,30.1,1,911,4.0,119.4,17,89T,95,19.8,8,3,7
12,AtlantaFalcons,16,26,1,417,450,28.1,1,894,4.2,118.4,21,55,108,24.0,9,2,5
13,CincinnatiBengals,16,21,5,344,439,27.4,1,861,4.2,116.3,16,53,105,23.9,7,2,7
14,TampaBayBuccaneers,16,25,6,410,468,29.2,1,819,3.9,113.7,15,57,103,22.0,10,3,8
15,IndianapolisColts,16,23,1,369,423,26.4,1,814,4.3,113.4,14,52,103,24.3,11,1,9
16,ChicagoBears,16,27,6,442,421,26.3,1,803,4.3,112.7,12,48,78,18.5,10,3,5
17,CarolinaPanthers,16,23,4,374,397,24.8,1,792,4.5,112.0,14,89T,91,22.9,10,5,6
18,PhiladelphiaEagles,16,25,400,473,29.6,1,771,3.7,110.7,14,37,88,18.6,9,0,10
19,St.LouisRams,16,22,1,354,425,26.6,1,765,4.2,110.3,12,67T,83,19.5,13,4,13
20,ArizonaCardinals,16,18,7,299,396,24.8,1,739,4.4,108.7,9,79T,77,19.4,13,5,4
21,WashingtonRedskins,16,27,4,438,421,26.3,1,722,4.1,107.6,11,65T,77,18.3,9,3,12
22,BuffaloBills,16,18,1,289,414,25.9,1,703,4.1,106.4,10,47,89,21.5,10,1,6
23,HoustonTexans,16,19,2,307,420,26.2,1,681,4.0,105.1,6,41,89,21.2,11,1,8
24,NewEnglandPatriots,16,19,6,313,419,26.2,1,669,4.0,104.3,6,48,88,21.0,2,1,6
25,DallasCowboys,16,22,352,392,24.5,1,650,4.2,103.1,18,62,86,21.9,12,1,2
26,SanFrancisco49ers,16,21,2,340,402,25.1,1,612,4.0,100.8,7,37T,83,20.6,10,0,4
27,PittsburghSteelers,16,23,368,368,23.0,1,605,4.4,100.3,9,41,88,23.9,11,1,9
28,NewYorkJets,16,25,1,401,393,24.6,1,489,3.8,93.1,10,97T,74,18.8,7,2,5
29,BaltimoreRavens,16,18,9,302,390,24.4,1,412,3.6,88.2,8,67,75,19.2,8,1,8
30,SeattleSeahawks,16,15,9,254,380,23.8,1,304,3.4,81.5,8,47,70,18.4,7,1,10
31,DenverBroncos,16,22,1,354,349,21.8,1,276,3.7,79.8,9,85T,60,17.2,7,1,3
32,DetroitLions,16,17,6,282,350,21.9,1,109,3.2,69.3,8,35T,59,16.9,7,0,6
