Rk,Team,G,Pts/G,TotPts,ScrmPlys,Yds/G,Yds/P,1st/G,3rdMd,3rdAtt,3rdPct,4thMd,4thAtt,4thPct,Pen,PenYds,ToP/G,FUM,Lost
1,SanFrancisco49ers,16,30,480,1,102,406.4,5.9,22.4,102,226,45,4,7,57,93,795,33:29,25,10
2,ClevelandBrowns,16,28,2,452,1,067,392.4,5.9,22.8,93,206,45,9,12,75,104,930,32:54,12,3
3,IndianapolisColts,16,24,5,392,1,024,382.9,6.0,22.1,80,193,42,3,8,38,125,1,159,29:34,18,9
4,MiamiDolphins,16,23,8,380,1,088,382.6,5.6,21.8,77,213,36,9,16,56,109,919,32:18,24,9
5,WashingtonRedskins,16,23,9,383,1,050,377.9,5.8,23.0,97,208,47,9,16,56,100,1,023,30:51,22,8
6,NewOrleansSaints,16,28,4,454,1,008,375.4,6.0,22.1,84,194,43,4,10,40,104,881,29:03,17,12
7,OaklandRaiders,16,24,1,385,987,375.1,6.1,19.9,78,198,39,4,15,27,115,1,051,29:06,27,14
8,AtlantaFalcons,16,25,4,406,1,059,371.2,5.6,22.4,89,213,42,18,25,72,113,974,29:60,21,10
9,KansasCityChiefs,16,19,4,311,1,063,368.5,5.5,21.4,96,222,43,10,20,50,109,797,30:39,27,15
10,TampaBayBuccaneers,16,23,1,369,1,013,367.9,5.8,20.4,67,195,34,8,10,80,121,1,061,29:52,21,12
11,GreenBayPackers,16,24,2,388,987,363.9,5.9,20.6,82,199,41,12,18,67,109,964,28:46,13,8
12,CarolinaPanthers,16,25,1,402,1,035,359.8,5.6,20.6,80,211,38,9,13,69,112,907,29:10,20,10
13,TennesseeTitans,16,23,6,378,1,031,357.5,5.5,20.2,77,210,37,12,22,54,137,1,191,29:28,12,6
14,BuffaloBills,16,23,6,378,1,018,357.0,5.6,21.1,82,205,40,4,14,29,106,884,31:06,23,6
15,DetroitLions,16,22,4,358,964,354.8,5.9,20.8,90,198,46,3,8,38,122,979,30:18,12,4
16,CincinnatiBengals,16,19,7,315,1,038,350.8,5.4,20.4,86,217,40,9,19,47,105,950,30:36,12,3
17,SanDiegoChargers,16,26,4,423,1,025,347.1,5.4,20.6,83,208,40,11,16,69,118,837,30:08,18,10
18,ChicagoBears,16,24,9,399,1,012,346.8,5.5,20.1,85,210,40,10,14,71,103,959,31:53,13,3
19,DallasCowboys,16,19,1,306,1,009,343.9,5.5,20.6,77,197,39,9,14,64,90,784,28:32,28,11
20,PhiladelphiaEagles,16,20,7,331,978,342.8,5.6,18.8,82,205,40,8,18,44,99,837,27:56,24,10
21,PittsburghSteelers,16,20,4,327,997,342.6,5.5,19.6,88,214,41,11,21,52,109,920,30:00,21,10
22,NewYorkJets,16,25,6,409,1,000,342.4,5.5,19.9,84,210,40,2,10,20,74,650,29:43,22,6
23,NewYorkGiants,16,17,8,284,1,062,339.7,5.1,18.6,84,238,35,7,14,50,104,853,31:41,21,8
24,LosAngelesRams,16,24,6,394,1,037,337.0,5.2,20.3,82,220,37,12,14,86,108,920,30:39,19,8
25,NewEnglandPatriots,16,15,6,250,998,326.4,5.2,18.4,76,206,37,7,18,39,113,930,28:47,26,10
26,BaltimoreRavens,16,20,1,321,993,322.1,5.2,18.4,75,214,35,11,16,69,95,900,29:14,26,10
27,JacksonvilleJaguars,16,25,400,1,030,321.7,5.0,19.1,83,224,37,6,13,46,101,948,30:51,18,6
28,SeattleSeahawks,16,18,2,292,1,020,318.7,5.0,19.2,82,212,39,6,20,30,103,925,30:53,19,8
29,DenverBroncos,16,18,6,297,1,076,316.1,4.7,19.1,86,236,36,6,16,38,110,990,31:53,23,13
30,MinnesotaVikings,16,19,2,307,993,314.9,5.1,19.0,80,206,39,3,14,21,99,825,29:48,23,13
31,ArizonaCardinals,16,22,6,362,1,019,305.2,4.8,18.3,85,219,39,7,15,47,123,1,010,30:03,30,14
32,HoustonTexans,16,20,5,328,950,301.3,5.1,17.0,82,213,38,3,13,23,114,950,28:52,15,6
