Rk,Team,G,Pts/G,TotPts,Att,Att/G,Yds,Avg,Yds/G,TD,Lng,1st,1st%,20+,40+,FUM
1,KansasCityChiefs,16,22,9,366,556,34.8,2,627,4.7,164.2,13,80,129,23.2,15,4,7
2,OaklandRaiders,16,25,6,410,504,31.5,2,494,4.9,155.9,19,71T,113,22.4,27,6,9
3,JacksonvilleJaguars,16,22,1,353,512,32.0,2,395,4.7,149.7,14,74T,148,28.9,14,1,8
4,NewYorkJets,16,22,9,367,534,33.4,2,374,4.4,148.4,14,53T,118,22.1,11,2,11
5,PhiladelphiaEagles,16,27,4,439,428,26.8,2,324,5.4,145.2,18,62,116,27.1,19,6,7
6,NewYorkGiants,16,24,6,394,480,30.0,2,200,4.6,137.5,17,73,112,23.3,23,3,12
7,HoustonTexans,16,24,4,390,423,26.4,2,042,4.8,127.6,20,74T,118,27.9,16,3,5
8,TampaBayBuccaneers,16,21,3,341,431,26.9,2,001,4.6,125.1,9,61,97,22.5,16,5,7
9,NewEnglandPatriots,16,32,4,518,454,28.4,1,973,4.3,123.3,19,36T,119,26.2,9,0,2
10,MinnesotaVikings,16,17,6,281,441,27.6,1,942,4.4,121.4,16,80T,104,23.6,11,2,7
11,PittsburghSteelers,16,23,4,375,471,29.4,1,924,4.1,120.2,15,50T,106,22.5,16,1,9
12,AtlantaFalcons,16,25,9,414,497,31.1,1,891,3.8,118.2,14,55,111,22.3,12,1,4
13,CarolinaPanthers,16,12,2,196,428,26.8,1,846,4.3,115.4,7,60,78,18.2,14,4,16
14,BaltimoreRavens,16,22,3,357,487,30.4,1,831,3.8,114.4,11,50,97,19.9,7,1,6
15,SanDiegoChargers,16,27,6,441,457,28.6,1,810,4.0,113.1,18,36,94,20.6,13,0,13
16,DallasCowboys,16,24,6,394,428,26.8,1,786,4.2,111.6,10,60T,104,24.3,11,1,5
17,TennesseeTitans,16,22,2,356,406,25.4,1,727,4.3,107.9,13,76T,73,18.0,15,5,7
18,BuffaloBills,16,17,7,283,401,25.1,1,720,4.3,107.5,6,39,82,20.4,9,0,11
19,SanFrancisco49ers,16,19,1,305,401,25.1,1,657,4.1,103.6,10,64,85,21.2,8,1,6
20,ClevelandBrowns,16,16,9,271,413,25.8,1,646,4.0,102.9,13,68,87,21.1,7,2,13
21,MiamiDolphins,16,17,1,273,445,27.8,1,643,3.7,102.7,8,51,91,20.4,5,2,12
22,ChicagoBears,16,20,9,334,414,25.9,1,616,3.9,101.0,10,68T,76,18.4,11,2,1
23,DetroitLions,16,22,6,362,404,25.2,1,613,4.0,100.8,11,45,83,20.5,9,2,6
24,GreenBayPackers,16,24,2,388,421,26.3,1,606,3.8,100.4,11,71,88,20.9,3,1,4
25,St.LouisRams,16,18,1,289,429,26.8,1,578,3.7,98.6,9,42T,84,19.6,9,1,2
26,DenverBroncos,16,21,5,344,398,24.9,1,544,3.9,96.5,13,40T,81,20.4,6,1,12
27,CincinnatiBengals,16,20,1,322,428,26.8,1,522,3.6,95.1,8,42,85,19.9,3,1,11
28,NewOrleansSaints,16,24,384,380,23.8,1,519,4.0,94.9,9,55T,94,24.7,7,2,7
29,IndianapolisColts,16,27,2,435,393,24.6,1,483,3.8,92.7,13,49,87,22.1,7,3,5
30,WashingtonRedskins,16,18,9,302,351,21.9,1,461,4.2,91.3,9,54,72,20.5,12,1,6
31,SeattleSeahawks,16,19,4,310,385,24.1,1,424,3.7,89.0,13,39,81,21.0,12,0,3
32,ArizonaCardinals,16,18,1,289,320,20.0,1,388,4.3,86.8,9,80T,67,20.9,11,2,7
