Rk,Team,G,Pts/G,TotPts,Att,Att/G,Yds,Avg,Yds/G,TD,Lng,1st,1st%,20+,40+,FUM
1,TampaBayBuccaneers,16,30,9,494,498,31.1,2,497,5.0,156.1,26,81T,135,27.1,28,3,10
2,St.LouisRams,16,25,4,407,510,31.9,2,433,4.8,152.1,17,91T,122,23.9,14,7,12
3,ClevelandBrowns,16,19,2,307,534,33.4,2,359,4.4,147.4,12,67,124,23.2,16,1,6
4,IndianapolisColts,16,26,9,430,540,33.8,2,303,4.3,143.9,19,56,136,25.2,11,1,5
5,BuffaloBills,16,27,1,434,467,29.2,2,224,4.8,139.0,19,76T,120,25.7,18,3,9
6,OaklandRaiders,16,27,1,433,430,26.9,2,178,5.1,136.1,15,60T,105,24.4,24,5,3
7,KansasCityChiefs,16,21,1,338,508,31.8,2,112,4.2,132.0,14,35,96,18.9,10,0,8
8,CarolinaPanthers,16,26,8,429,451,28.2,2,093,4.6,130.8,18,46,110,24.4,15,4,10
9,TennesseeTitans,16,19,8,317,461,28.8,2,053,4.5,128.3,10,80T,111,24.1,15,3,9
10,DetroitLions,16,24,2,387,410,25.6,2,050,5.0,128.1,10,65T,91,22.2,16,6,5
11,DenverBroncos,16,24,4,390,488,30.5,2,021,4.1,126.3,11,47,101,20.7,14,1,5
12,ArizonaCardinals,16,21,8,348,475,29.7,1,986,4.2,124.1,15,48T,118,24.8,11,1,3
13,SanDiegoChargers,16,23,6,377,448,28.0,1,955,4.4,122.2,8,46,102,22.8,15,2,3
14,NewYorkGiants,16,25,400,435,27.2,1,940,4.5,121.2,15,80T,103,23.7,11,3,10
15,WashingtonRedskins,16,22,9,367,438,27.4,1,884,4.3,117.8,15,67,95,21.7,14,3,5
16,NewEnglandPatriots,16,21,4,342,405,25.3,1,874,4.6,117.1,13,41,101,24.9,10,1,10
17,PhiladelphiaEagles,16,20,5,328,414,25.9,1,801,4.4,112.6,11,61,84,20.3,11,4,5
18,SeattleSeahawks,16,19,7,315,473,29.6,1,797,3.8,112.3,10,39,96,20.3,8,0,4
19,GreenBayPackers,16,22,4,359,383,23.9,1,789,4.7,111.8,10,54T,96,25.1,9,2,6
20,NewYorkJets,16,22,7,363,451,28.2,1,777,3.9,111.1,17,70T,83,18.4,11,1,10
21,NewOrleansSaints,16,21,2,339,351,21.9,1,738,5.0,108.6,11,69T,92,26.2,14,4,7
22,MinnesotaVikings,16,28,1,449,439,27.4,1,712,3.9,107.0,10,28,92,21.0,10,0,5
23,CincinnatiBengals,16,20,2,323,425,26.6,1,675,3.9,104.7,14,70T,94,22.1,10,4,8
24,JacksonvilleJaguars,16,20,6,329,435,27.2,1,667,3.8,104.2,14,68,73,16.8,8,3,7
25,PittsburghSteelers,16,14,2,227,399,24.9,1,597,4.0,99.8,7,42T,82,20.6,9,1,2
26,DallasCowboys,16,21,7,347,385,24.1,1,585,4.1,99.1,10,40,78,20.3,7,1,6
27,AtlantaFalcons,16,21,9,350,372,23.2,1,552,4.2,97.0,10,74T,87,23.4,6,2,5
28,ChicagoBears,16,21,3,341,384,24.0,1,542,4.0,96.4,10,88T,75,19.5,10,3,9
29,HoustonTexans,16,17,4,278,378,23.6,1,536,4.1,96.0,8,42,73,19.3,10,1,8
30,MiamiDolphins,16,19,6,313,412,25.8,1,530,3.7,95.6,8,24T,88,21.4,5,0,9
31,BaltimoreRavens,16,16,6,266,419,26.2,1,482,3.5,92.6,10,25T,79,18.9,4,0,10
32,SanFrancisco49ers,16,14,3,229,353,22.1,1,236,3.5,77.2,3,34,53,15.0,4,0,10
